X,Y
1.0,-0.8161746446856118
1.1983967935871744,-0.7188390617997082
1.3967935871743486,-0.7155218388665052
1.595190380761523,-0.7203866826799261
1.7935871743486973,-0.6818554050631617
1.9919839679358717,-0.6042873242846236
2.190380761523046,-0.5690172484582443
2.38877755511022,-0.6635048810035159
2.5871743486973946,-0.5163929240631573
2.785571142284569,-0.5977000965181323
2.9839679358717435,-0.6954165704279415
3.182364729458918,-0.5748839914163711
3.3807615230460923,-0.5222240318666669
3.579158316633267,-0.6882202112257478
3.7775551102204408,-0.6020102785316854
3.975951903807615,-0.5137258502323584
4.174348697394789,-0.5529654209793557
4.3727454909819645,-0.5979919723487188
4.571142284569138,-0.39683077707523207
4.7695390781563125,-0.5282306271391674
4.967935871743487,-0.5605727352369515
5.166332665330661,-0.5724116104139638
5.364729458917836,-0.5587959632443589
5.56312625250501,-0.4227935095304814
5.761523046092185,-0.6923046417079685
5.959919839679359,-0.4297423661572653
6.158316633266534,-0.5923934436244087
6.356713426853707,-0.5589514759078678
6.5551102204408815,-0.47352625410968746
6.753507014028056,-0.44987195621048676
6.95190380761523,-0.5468990549113111
7.150300601202405,-0.5213588197750233
7.348697394789579,-0.22680139486473214
7.547094188376754,-0.40657997029949666
7.745490981963928,-0.4681844476070572
7.943887775551103,-0.4249961205036836
8.142284569138276,-0.3945901170552768
8.340681362725451,-0.44462690818435596
8.539078156312625,-0.36966741499184147
8.737474949899799,-0.4029328593501175
8.935871743486974,-0.3153733879219234
9.13426853707415,-0.414655700858283
9.332665330661323,-0.48887871160791485
9.531062124248496,-0.2810608736472766
9.729458917835672,-0.4150381892905821
9.927855711422845,-0.3172054817184194
10.12625250501002,-0.2793811742309669
10.324649298597194,-0.4358039058106936
10.52304609218437,-0.3391893247397715
10.721442885771543,-0.3745296827534646
10.919839679358718,-0.39041232138495974
11.118236472945892,-0.4732056230029157
11.316633266533067,-0.3440924233157567
11.51503006012024,-0.31175331982748977
11.713426853707414,-0.268069578768158
11.91182364729459,-0.2700452390949617
12.110220440881763,-0.3426580913074899
12.308617234468938,-0.3109041921594494
12.507014028056112,-0.38704437499515004
12.705410821643287,-0.297366513436668
12.90380761523046,-0.30355056958016396
13.102204408817636,-0.21523557663463155
13.30060120240481,-0.16533879565455248
13.498997995991985,-0.31393420352586915
13.697394789579159,-0.1334302639263409
13.895791583166332,-0.25230409592317277
14.094188376753507,-0.11109584706529246
14.292585170340681,-0.3293697130795843
14.490981963927856,-0.313616249156629
14.68937875751503,-0.18388997026457377
14.887775551102205,-0.2622527231939731
15.086172344689379,-0.16794460755728313
15.284569138276554,-0.22932444022599346
15.482965931863728,-0.27912939560209105
15.681362725450903,-0.23959758909120593
15.879759519038076,-0.2043200255241262
16.07815631262525,-0.21832221225853943
16.276553106212425,-0.2478246070787189
16.474949899799597,-0.20124677304868394
16.673346693386776,-0.24736900094132824
16.871743486973948,-0.339353621750288
17.070140280561123,-0.21014814779060048
17.2685370741483,-0.2147455627584518
17.46693386773547,-0.2938460897925398
17.665330661322646,-0.3680761470905967
17.86372745490982,-0.29589810388197113
18.062124248496993,-0.16826953589192195
18.260521042084168,-0.2735147821170699
18.458917835671343,-0.3359432486010338
18.65731462925852,-0.1910395799964806
18.85571142284569,-0.21880825000036708
19.054108216432866,-0.2077062012510039
19.25250501002004,-0.2673811061344327
19.450901803607216,-0.288896992352752
19.649298597194388,-0.36301738963137853
19.847695390781563,-0.3303199716468496
20.04609218436874,-0.2467799383059058
20.24448897795591,-0.16083376458266604
20.442885771543086,-0.2919594601512519
20.64128256513026,-0.3235495201115393
20.839679358717436,-0.2819069733728799
21.03807615230461,-0.06867899179725284
21.236472945891784,-0.06309581223964134
21.43486973947896,-0.1583297890725549
21.633266533066134,-0.04654454453867665
21.831663326653306,-0.1731486902494252
22.03006012024048,-0.1694373800959459
22.228456913827657,-0.18268247866122295
22.42685370741483,-0.19576651011504054
22.625250501002004,-0.11176721920799089
22.82364729458918,-0.20820071628864004
23.022044088176354,-0.29571344166310815
23.220440881763526,-0.047460124892910266
23.4188376753507,-0.1976680601908556
23.617234468937877,-0.14356521577381778
23.815631262525052,-0.11615292300081462
24.014028056112224,-0.24596746750218498
24.2124248496994,-0.12309109919241253
24.410821643286575,-0.2521972193977862
24.609218436873746,-0.02869241288051158
24.80761523046092,-0.31716243013934375
25.006012024048097,-0.15194888111464167
25.204408817635272,-0.17892451064750972
25.402805611222444,-0.149779604768271
25.60120240480962,-0.2981143081235772
25.799599198396795,-0.0876806673653214
25.99799599198397,-0.11947688628142919
26.196392785571142,-0.08840772753806786
26.394789579158317,-0.23593487537313093
26.593186372745492,-0.20976694678622324
26.791583166332664,-0.2906003682900346
26.98997995991984,-0.21170783251188585
27.188376753507015,-0.2562575098705735
27.38677354709419,-0.12836805509230387
27.585170340681362,-0.2295018954845642
27.783567134268537,-0.27417776121922877
27.981963927855713,-0.19586939128316416
28.180360721442888,-0.12078421037505845
28.37875751503006,-0.13561794935138882
28.577154308617235,-0.23319353097428708
28.77555110220441,-0.21401123079868623
28.973947895791582,-0.15772555912219527
29.172344689378757,0.03326329132080888
29.370741482965933,-0.060448394909671785
29.569138276553108,-0.12934600999441223
29.76753507014028,-0.09638436159057207
29.965931863727455,-0.2757031248057434
30.16432865731463,-0.09490929233255709
30.362725450901806,-0.00042800847229607086
30.561122244488978,-0.07538558564489667
30.759519038076153,0.09808410731743611
30.95791583166333,-0.1259500865053777
31.1563126252505,-0.11388319133620443
31.354709418837675,-0.2592826360011268
31.55310621242485,-0.0977319246932139
31.751503006012026,-0.21228661060149
